행정동명,집계구코드,위도,경도,집계구별_물동량,가중치,총가구수,총인구수
화곡본동,1.11606E+13,37.53882518885051,126.84616930860595,77,0.001142739,302,628
등촌3동,1.11605E+13,37.56373348548361,126.84370817583691,77,0.001144558,207,629
등촌3동,1.11605E+13,37.55951461089751,126.84830240820273,77,0.001150017,322,632
방화1동,1.11607E+13,37.56908792843248,126.81474270567126,77,0.001146378,334,630
방화2동,1.11607E+13,37.56293938482772,126.80805540483773,77,0.001142739,524,628
우장산동,1.11607E+13,37.55276605322554,126.83904145036203,76,0.001128181,205,620
우장산동,1.11607E+13,37.554702923322864,126.8388980204211,76,0.001122722,232,617
등촌1동,1.11605E+13,37.55741532921371,126.8600035405187,76,0.001120903,237,616
화곡4동,1.11606E+13,37.536708841846504,126.8576128672539,76,0.00113364,239,623
화곡8동,1.11606E+13,37.53657587983797,126.84644330991985,76,0.001128181,285,620
화곡2동,1.11606E+13,37.53054249154469,126.85576275412494,76,0.001126362,301,619
화곡본동,1.11606E+13,37.539468864929994,126.85128706041682,76,0.001130001,264,621
화곡2동,1.11606E+13,37.53594341419101,126.85220346790749,76,0.001131821,295,622
방화1동,1.11607E+13,37.57454011320097,126.81439055994576,76,0.001124542,205,618
등촌2동,1.11605E+13,37.545554143360846,126.85956213887515,76,0.00113546,239,624
방화1동,1.11607E+13,37.56904305834006,126.8211296226533,76,0.001124542,198,618
방화2동,1.11607E+13,37.56595045381123,126.80834647281712,76,0.001130001,275,621
화곡1동,1.11607E+13,37.530689707095036,126.84672027739731,76,0.001126362,470,619
화곡8동,1.11606E+13,37.53606870238256,126.85021338213153,75,0.001119083,311,615
우장산동,1.11607E+13,37.544903470570695,126.84135124648363,75,0.001117264,221,614
염창동,1.11605E+13,37.55410291759893,126.87450094584003,75,0.001115444,208,613
가양2동,1.11607E+13,37.564965560793034,126.85585058305558,75,0.001113624,347,612
가양1동,1.11608E+13,37.57067275335572,126.8441785999467,75,0.001108165,206,609
등촌3동,1.11605E+13,37.56021873334804,126.84484749077392,75,0.001119083,285,615
방화2동,1.11607E+13,37.57105974223555,126.81011260308235,75,0.001111805,224,611
발산1동,1.11607E+13,37.558593176296334,126.82534466375348,75,0.001106346,215,608
방화1동,1.11607E+13,37.57467174,126.81536961579174,75,0.001111805,196,611
발산1동,1.11607E+13,37.55232958347522,126.83052959913343,75,0.001117264,218,614
화곡1동,1.11607E+13,37.53638533502608,126.83541739066288,75,0.001115444,280,613
방화2동,1.11607E+13,37.564409617250234,126.81029471188532,75,0.001117264,423,614
화곡1동,1.11607E+13,37.53670563666357,126.84071795132533,75,0.001109985,272,610
방화1동,1.11607E+13,37.573248935385394,126.81426357181027,75,0.001117264,297,614
등촌2동,1.11605E+13,37.53666664196124,126.86286891731739,75,0.001111805,340,611
화곡4동,1.11606E+13,37.53404805861201,126.85880634653304,75,0.001113624,309,612
가양2동,1.11607E+13,37.56568117,126.85594571881992,75,0.001109985,340,610
화곡6동,1.11606E+13,37.55094136680248,126.85603614588433,75,0.001108165,281,609
등촌1동,1.11605E+13,37.557638082598466,126.85690319919854,75,0.001117264,241,614
화곡2동,1.11606E+13,37.53225720439681,126.85401347787648,75,0.001117264,271,614
화곡본동,1.11606E+13,37.53883876129106,126.84473617747612,75,0.001113624,299,612
화곡2동,1.11606E+13,37.53310746097321,126.85158392462364,75,0.001109985,265,610
방화1동,1.11607E+13,37.56953654871308,126.81998859551449,74,0.001099067,197,604
화곡8동,1.11606E+13,37.538117528447664,126.85101726401464,74,0.001097247,258,603
등촌3동,1.11605E+13,37.56324457414424,126.84334030324271,74,0.001100887,207,605
가양3동,1.11607E+13,37.56096589645477,126.85636180034368,74,0.001102706,253,606
가양2동,1.11607E+13,37.56572035260133,126.85170143081065,74,0.001095428,420,602
화곡6동,1.11606E+13,37.554921368593256,126.84811004661653,74,0.001097247,209,603
우장산동,1.11607E+13,37.548082282244195,126.84301188626542,74,0.001099067,200,604
우장산동,1.11607E+13,37.548493164444885,126.83754687833785,74,0.001102706,185,606
가양1동,1.11608E+13,37.57583411390642,126.83745926777326,74,0.001093608,232,601
우장산동,1.11607E+13,37.555564536163274,126.8383175350716,74,0.001093608,201,601
방화3동,1.11608E+13,37.57777903318687,126.81540820446706,74,0.001097247,282,603
화곡1동,1.11607E+13,37.53121863,126.83976649447999,74,0.001097247,281,603
염창동,1.11605E+13,37.54778365245997,126.87481906984985,74,0.001093608,204,601
화곡1동,1.11607E+13,37.53514783857614,126.84301382005619,74,0.001100887,280,605
화곡1동,1.11607E+13,37.53201202734572,126.84549377208954,74,0.001104526,327,607
공항동,1.11607E+13,37.563875623349404,126.81352584653973,74,0.001099067,274,604
발산1동,1.11607E+13,37.55751981685112,126.82734289737512,74,0.001099067,239,604
화곡1동,1.11607E+13,37.53076068684864,126.84341292558493,74,0.001095428,292,602
화곡1동,1.11607E+13,37.53754104236922,126.83603480922802,74,0.001095428,301,602
방화3동,1.11608E+13,37.579284322456736,126.81583231283811,73,0.001089969,212,599
방화3동,1.11608E+13,37.576604473763695,126.81402327508846,73,0.001077231,202,592
방화3동,1.11608E+13,37.57442254,126.81966184379705,73,0.001089969,444,599
가양1동,1.11608E+13,37.571104578465885,126.84473262065167,73,0.001080871,205,594
우장산동,1.11607E+13,37.548120712278845,126.84420209611366,73,0.001088149,286,598
우장산동,1.11607E+13,37.55172254355045,126.83911810796346,73,0.00108269,189,595
우장산동,1.11607E+13,37.547007424792184,126.84144110012097,73,0.00108269,191,595
방화1동,1.11607E+13,37.56558826198038,126.82261546879371,73,0.001077231,194,592
화곡1동,1.11607E+13,37.532050821438254,126.83762801442059,73,0.00108451,281,596
방화2동,1.11607E+13,37.57049343757096,126.80586392551967,73,0.001080871,405,594
화곡1동,1.11607E+13,37.53953206132342,126.83478141572529,73,0.00108451,309,596
공항동,1.11607E+13,37.559343987800936,126.8224366409025,73,0.001080871,175,594
발산1동,1.11607E+13,37.55261309227249,126.83122339670226,73,0.001088149,215,598
발산1동,1.11607E+13,37.550473972281864,126.82597770309684,73,0.00108633,215,597
발산1동,1.11607E+13,37.55048565331476,126.82357800279482,73,0.001088149,197,598
발산1동,1.11607E+13,37.55337925667829,126.82532948859426,73,0.001088149,171,598
공항동,1.11607E+13,37.56053938786691,126.80801730660149,73,0.001079051,214,593
방화1동,1.11607E+13,37.56290628300389,126.81996326900035,73,0.00108269,183,595
공항동,1.11607E+13,37.55906934073884,126.82107776999483,73,0.001088149,191,598
가양3동,1.11607E+13,37.56071179774378,126.85735071510946,73,0.001079051,221,593
화곡2동,1.11606E+13,37.533877644450236,126.85604510350684,73,0.00108451,236,596
가양2동,1.11607E+13,37.56394692208848,126.85409042384192,73,0.00108633,405,597
등촌3동,1.11605E+13,37.56673689019703,126.84138550898172,73,0.00108451,481,596
화곡본동,1.11606E+13,37.540229376431206,126.84801769091932,73,0.001088149,256,598
화곡2동,1.11606E+13,37.53524094943563,126.85168793920762,73,0.001079051,265,593
화곡2동,1.11606E+13,37.53450663847234,126.85428186520626,73,0.001079051,264,593
화곡2동,1.11606E+13,37.534344381253035,126.85179320605914,73,0.00108451,270,596
화곡2동,1.11606E+13,37.53267418834253,126.85540396572283,73,0.001079051,257,593
방화3동,1.11608E+13,37.573961859854734,126.81851864182853,72,0.001075412,461,591
우장산동,1.11607E+13,37.54390135171812,126.83998726424373,72,0.001064494,306,585
방화3동,1.11608E+13,37.57497552021875,126.81820801325536,72,0.001071772,419,589
가양2동,1.11607E+13,37.56245015153178,126.85372111234426,72,0.001069953,204,588
공항동,1.11607E+13,37.55816652285836,126.81308743076697,72,0.001062674,276,584
공항동,1.11607E+13,37.55403980495605,126.81730030157829,72,0.001073592,304,590
방화1동,1.11607E+13,37.564091739904086,126.82509261172827,72,0.001068133,202,587
방화1동,1.11607E+13,37.57156146051956,126.8127914364622,72,0.001062674,289,584
발산1동,1.11607E+13,37.55127872487536,126.82265382263508,72,0.001073592,199,590
화곡1동,1.11607E+13,37.53252049609374,126.84129256053501,72,0.001071772,276,589
